startNodeId,endNodeId,relationshipType,relationshipId,amount,unit,step_order
201000073,201000086,801000001,R_000089,适量,,
201000073,201000087,801000001,R_000090,1.5,个,
201000073,201000088,801000001,R_000091,5,克,
201000073,201000089,801000003,R_000092,,,1.0
201000073,201000090,801000003,R_000093,,,2.0
201000073,201000091,801000003,R_000094,,,3.0
201000073,201000092,801000003,R_000095,,,4.0
201000073,201000093,801000003,R_000096,,,5.0
201000073,201000094,801000003,R_000097,,,6.0
201000073,201000095,801000003,R_000098,,,7.0
201000073,201000096,801000003,R_000099,,,8.0
201000073,201000097,801000003,R_000100,,,9.0
201000073,201000098,801000003,R_000101,,,10.0
201000073,201000099,801000003,R_000102,,,11.0
201000073,730000000,801000004,R_000103,,,
201000073,640000000,801000005,R_000104,,,
201000100,201000101,801000001,R_000105,1,个,
201000100,201000102,801000001,R_000106,200,g,
201000100,201000103,801000001,R_000107,80,g,
201000100,201000104,801000001,R_000108,3.5,个,
201000100,201000105,801000001,R_000109,0.25,个,
201000100,201000106,801000001,R_000110,4,棵,
201000100,201000107,801000001,R_000111,2,个,
201000100,201000108,801000001,R_000112,5,个,
201000100,201000109,801000001,R_000113,30,ml,
201000100,201000110,801000001,R_000114,7,g,
201000100,201000111,801000001,R_000115,3,g,
201000100,201000112,801000001,R_000116,15,g,
201000100,201000113,801000001,R_000117,3,g,
201000100,201000114,801000001,R_000118,3,g,
201000100,201000115,801000001,R_000119,2,g,
201000100,201000116,801000001,R_000120,15,g,
201000100,201000117,801000001,R_000121,500,ml,
201000100,201000118,801000003,R_000122,,,1.0
201000100,201000119,801000003,R_000123,,,2.0
201000100,201000120,801000003,R_000124,,,3.0
201000100,201000121,801000003,R_000125,,,4.0
201000100,201000122,801000003,R_000126,,,5.0
201000100,201000123,801000003,R_000127,,,6.0
201000100,201000124,801000003,R_000128,,,7.0
201000100,201000125,801000003,R_000129,,,8.0
201000100,201000126,801000003,R_000130,,,9.0
201000100,730000000,801000004,R_000131,,,
201000100,640000000,801000005,R_000132,,,
201000127,201000128,801000001,R_000133,1000,克,
201000127,201000129,801000001,R_000134,100,克,
201000127,201000130,801000001,R_000135,200,克,
201000127,201000131,801000001,R_000136,80,克,
201000127,201000132,801000001,R_000137,3.5,个,
201000127,201000133,801000001,R_000138,2,个,
201000127,201000134,801000001,R_000139,50,克,
201000127,201000135,801000001,R_000140,50,毫升,
201000127,201000136,801000001,R_000141,50,毫升,
201000127,201000137,801000001,R_000142,50,毫升,
201000127,201000138,801000001,R_000143,20,毫升,
201000127,201000139,801000001,R_000144,5,毫升,
201000127,201000140,801000001,R_000145,5,克,
201000127,201000141,801000001,R_000146,适量,毫升,
201000127,201000142,801000001,R_000147,没过鱼面,毫升,
201000127,201000143,801000003,R_000148,,,1.0
201000127,201000144,801000003,R_000149,,,2.0
201000127,201000145,801000003,R_000150,,,3.0
201000127,201000146,801000003,R_000151,,,4.0
201000127,201000147,801000003,R_000152,,,5.0
201000127,201000148,801000003,R_000153,,,6.0
201000127,201000149,801000003,R_000154,,,7.0
201000127,201000150,801000003,R_000155,,,8.0
201000127,201000151,801000003,R_000156,,,9.0
201000127,201000152,801000003,R_000157,,,10.0
201000127,201000153,801000003,R_000158,,,11.0
201000127,201000154,801000003,R_000159,,,12.0
201000127,201000155,801000003,R_000160,,,13.0
201000127,201000156,801000003,R_000161,,,14.0
201000127,201000157,801000003,R_000162,,,15.0
201000127,201000158,801000003,R_000163,,,16.0
201000127,201000159,801000003,R_000164,,,17.0
201000127,730000000,801000004,R_000165,,,
201000127,640000000,801000005,R_000166,,,
201000160,201000161,801000001,R_000167,2,斤,
201000160,201000162,801000001,R_000168,70,毫升,
201000160,201000163,801000001,R_000169,2,片,
201000160,201000164,801000001,R_000170,1,个,
201000160,201000165,801000001,R_000171,3,克,
201000160,201000166,801000001,R_000172,10,克,
201000160,201000167,801000001,R_000173,10,克,
201000160,201000168,801000001,R_000174,5,克,
201000160,201000169,801000001,R_000175,1,根,
201000160,201000170,801000001,R_000176,30,克,
201000160,201000171,801000001,R_000177,7,瓣,
201000160,201000172,801000001,R_000178,30,克,
201000160,201000173,801000001,R_000179,30,克,
201000160,201000174,801000001,R_000180,500,毫升,
201000160,201000175,801000001,R_000181,30,毫升,
201000160,201000176,801000001,R_000182,10,克,
201000160,201000177,801000003,R_000183,,,1.0
201000160,201000178,801000003,R_000184,,,2.0
201000160,201000179,801000003,R_000185,,,3.0
201000160,201000180,801000003,R_000186,,,4.0
201000160,201000181,801000003,R_000187,,,5.0
201000160,201000182,801000003,R_000188,,,6.0
201000160,201000183,801000003,R_000189,,,7.0
201000160,730000000,801000004,R_000190,,,
201000160,640000000,801000005,R_000191,,,
201000184,201000185,801000001,R_000192,2-3,只,
201000184,201000186,801000001,R_000193,5,克,
201000184,201000187,801000001,R_000194,适量,,
201000184,201000188,801000001,R_000195,20,毫升,
201000184,201000189,801000001,R_000196,1,毫升,
201000184,201000190,801000001,R_000197,3,片,
201000184,201000191,801000001,R_000198,1,片,
201000184,201000192,801000001,R_000199,10,克,
201000184,201000193,801000001,R_000200,10,克,
201000184,201000194,801000001,R_000201,10,克,
201000184,201000195,801000001,R_000202,2调羹,,
201000184,201000196,801000003,R_000203,,,1.0
201000184,201000197,801000003,R_000204,,,2.0
201000184,201000198,801000003,R_000205,,,3.0
201000184,201000199,801000003,R_000206,,,4.0
201000184,201000200,801000003,R_000207,,,5.0
201000184,201000201,801000003,R_000208,,,6.0
201000184,201000202,801000003,R_000209,,,7.0
201000184,201000203,801000003,R_000210,,,8.0
201000184,201000204,801000003,R_000211,,,9.0
201000184,201000205,801000003,R_000212,,,10.0
201000184,730000000,801000004,R_000213,,,
201000184,630000000,801000005,R_000214,,,
201000206,201000207,801000001,R_000215,10,只,
201000206,201000208,801000001,R_000216,5,克,
201000206,201000209,801000001,R_000217,50,克,
201000206,201000210,801000001,R_000218,20,克,
201000206,201000211,801000001,R_000219,30,克,
201000206,201000212,801000001,R_000220,3,克,
201000206,201000213,801000001,R_000221,10,克,
201000206,201000214,801000001,R_000222,适量,,
201000206,201000215,801000003,R_000223,,,1.0
201000206,201000216,801000003,R_000224,,,2.0
201000206,201000217,801000003,R_000225,,,3.0
201000206,201000218,801000003,R_000226,,,4.0
201000206,201000219,801000003,R_000227,,,5.0
201000206,201000220,801000003,R_000228,,,6.0
201000206,201000221,801000003,R_000229,,,7.0
201000206,201000222,801000003,R_000230,,,8.0
201000206,730000000,801000004,R_000231,,,
201000206,640000000,801000005,R_000232,,,
201000223,201000224,801000001,R_000001,1500,克,
201000223,201000225,801000001,R_000002,0.5,根,
201000223,201000226,801000001,R_000003,20,毫升,
201000223,201000227,801000001,R_000004,12.5,毫升,
201000223,201000228,801000001,R_000005,7.5,克,
201000223,201000229,801000001,R_000006,7.5,克,
201000223,201000230,801000001,R_000007,1,小片,
201000223,201000231,801000001,R_000008,2,个,
201000223,201000232,801000001,R_000009,8,粒,
201000223,201000233,801000001,R_000010,2,片,
201000223,201000234,801000001,R_000011,1,小把,
201000223,201000235,801000001,R_000012,10,个,
201000223,201000236,801000001,R_000013,4,个,
201000223,201000237,801000001,R_000014,2,根,
201000223,201000238,801000001,R_000015,0.5,个,
201000223,201000239,801000001,R_000016,1,张,
201000223,201000240,801000001,R_000017,适量,,
201000223,201000241,801000001,R_000018,0.5,包,
201000223,201000242,801000001,R_000019,17.5,克,
201000223,201000243,801000001,R_000020,5,克,
201000223,201000244,801000001,R_000021,5,毫升,
201000223,201000245,801000001,R_000022,适量,,
201000223,201000246,801000001,R_000023,适量,,
201000223,201000247,801000001,R_000024,适量,,
201000223,201000248,801000001,R_000025,适量,,
201000223,201000249,801000003,R_000026,,,1.0
201000223,201000250,801000003,R_000027,,,2.0
201000223,201000251,801000003,R_000028,,,3.0
201000223,201000252,801000003,R_000029,,,4.0
201000223,201000253,801000003,R_000030,,,5.0
201000223,201000254,801000003,R_000031,,,6.0
201000223,201000255,801000003,R_000032,,,7.0
201000223,201000256,801000003,R_000033,,,8.0
201000223,730000000,801000004,R_000034,,,
201000223,640000000,801000005,R_000035,,,
201000257,201000258,801000001,R_000036,1,条,
201000257,201000259,801000001,R_000037,3,根,
201000257,201000260,801000001,R_000038,1,块,
201000257,201000261,801000001,R_000039,10-15,毫升,
201000257,201000262,801000001,R_000040,10-15,毫升,
201000257,201000263,801000001,R_000041,10-15,毫升,
201000257,201000264,801000001,R_000042,5-10,克,
201000257,201000265,801000003,R_000043,,,1.0
201000257,201000266,801000003,R_000044,,,2.0
201000257,201000267,801000003,R_000045,,,3.0
201000257,201000268,801000003,R_000046,,,4.0
201000257,201000269,801000003,R_000047,,,5.0
201000257,201000270,801000003,R_000048,,,6.0
201000257,201000271,801000003,R_000049,,,7.0
201000257,730000000,801000004,R_000050,,,
201000257,630000000,801000005,R_000051,,,
201000272,201000273,801000001,R_000052,250,g,
201000272,201000274,801000001,R_000053,1,根,
201000272,201000275,801000001,R_000054,1,块,
201000272,201000276,801000001,R_000055,1,头,
201000272,201000277,801000001,R_000056,5-8,瓣,
201000272,201000278,801000001,R_000057,10-15,ml,
201000272,201000279,801000001,R_000058,20,ml,
201000272,201000280,801000001,R_000059,10-15,ml,
201000272,201000281,801000001,R_000060,1,把,
201000272,201000282,801000001,R_000061,10,ml,
201000272,201000283,801000001,R_000062,10,ml,
201000272,201000284,801000003,R_000063,,,1.0
201000272,201000285,801000003,R_000064,,,2.0
201000272,201000286,801000003,R_000065,,,3.0
201000272,201000287,801000003,R_000066,,,4.0
201000272,201000288,801000003,R_000067,,,5.0
201000272,201000289,801000003,R_000068,,,6.0
201000272,730000000,801000004,R_000069,,,
201000272,620000000,801000005,R_000070,,,
201000290,201000291,801000001,R_000071,3,斤,
201000290,201000292,801000001,R_000072,40,克,
201000290,201000293,801000001,R_000073,20,克,
201000290,201000294,801000001,R_000074,10,克,
201000290,201000295,801000001,R_000075,10,克,
201000290,201000296,801000001,R_000076,30,克,
201000290,201000297,801000001,R_000077,30,克,
201000290,201000298,801000001,R_000078,30,克,
201000290,201000299,801000001,R_000079,25,克,
201000290,201000300,801000001,R_000080,1,颗,
201000290,201000301,801000001,R_000081,100,克,
201000290,201000302,801000001,R_000082,1,个,
201000290,201000303,801000001,R_000083,50,克,
201000290,201000304,801000003,R_000084,,,1.0
201000290,201000305,801000003,R_000085,,,2.0
201000290,201000306,801000003,R_000086,,,3.0
201000290,201000307,801000003,R_000087,,,4.0
201000290,201000308,801000003,R_000088,,,5.0
201000290,201000309,801000003,R_000089,,,6.0
201000290,201000310,801000003,R_000090,,,7.0
201000290,201000311,801000003,R_000091,,,8.0
201000290,201000312,801000003,R_000092,,,9.0
201000290,201000313,801000003,R_000093,,,10.0
201000290,201000314,801000003,R_000094,,,11.0
201000290,201000315,801000003,R_000095,,,12.0
201000290,201000316,801000003,R_000096,,,13.0
201000290,201000317,801000003,R_000097,,,14.0
201000290,201000318,801000003,R_000098,,,15.0
201000290,730000000,801000004,R_000099,,,
201000290,640000000,801000005,R_000100,,,
201000319,201000320,801000001,R_000101,500,克,
201000319,201000321,801000001,R_000102,20,克,
201000319,201000322,801000001,R_000103,15,克,
201000319,201000323,801000001,R_000104,3,克,
201000319,201000324,801000001,R_000105,30,克,
201000319,201000325,801000001,R_000106,30,克,
201000319,201000326,801000001,R_000107,3,克,
201000319,201000327,801000001,R_000108,15,克,
201000319,201000328,801000001,R_000109,5,条,
201000319,201000329,801000001,R_000110,5,颗,
201000319,201000330,801000003,R_000111,,,1.0
201000319,201000331,801000003,R_000112,,,2.0
201000319,201000332,801000003,R_000113,,,3.0
201000319,201000333,801000003,R_000114,,,4.0
201000319,201000334,801000003,R_000115,,,5.0
201000319,201000335,801000003,R_000116,,,6.0
201000319,201000336,801000003,R_000117,,,7.0
201000319,730000000,801000004,R_000118,,,
201000319,630000000,801000005,R_000119,,,
201000337,201000338,801000001,R_000120,500,克,
201000337,201000339,801000001,R_000121,1,根,
201000337,201000340,801000001,R_000122,2,个,
201000337,201000341,801000001,R_000123,50,克,
201000337,201000342,801000001,R_000124,25,克,
201000337,201000343,801000001,R_000125,15,克,
201000337,201000344,801000001,R_000126,8,克,
201000337,201000345,801000001,R_000127,10,克,
201000337,201000346,801000001,R_000128,5000,毫升,
201000337,201000347,801000003,R_000129,,,1.0
201000337,201000348,801000003,R_000130,,,2.0
201000337,201000349,801000003,R_000131,,,3.0
201000337,201000350,801000003,R_000132,,,4.0
201000337,201000351,801000003,R_000133,,,5.0
201000337,201000352,801000003,R_000134,,,6.0
201000337,201000353,801000003,R_000135,,,7.0
201000337,201000354,801000003,R_000136,,,8.0
201000337,201000355,801000003,R_000137,,,9.0
201000337,201000356,801000003,R_000138,,,10.0
201000337,201000357,801000003,R_000139,,,11.0
201000337,201000358,801000003,R_000140,,,12.0
201000337,201000359,801000003,R_000141,,,13.0
201000337,201000360,801000003,R_000142,,,14.0
201000337,201000361,801000003,R_000143,,,15.0
201000337,201000362,801000003,R_000144,,,16.0
201000337,201000363,801000003,R_000145,,,17.0
201000337,201000364,801000003,R_000146,,,18.0
201000337,730000000,801000004,R_000147,,,
201000337,640000000,801000005,R_000148,,,
201000365,201000366,801000001,R_000149,4,个,
201000365,201000367,801000001,R_000150,1,根,
201000365,201000368,801000001,R_000151,20,毫升,
201000365,201000369,801000001,R_000152,20,克,
201000365,201000370,801000001,R_000153,5,克,
201000365,201000371,801000001,R_000154,2,克,
201000365,201000372,801000001,R_000155,2,克,
201000365,201000373,801000001,R_000156,100,毫升,
201000365,201000374,801000003,R_000157,,,1.0
201000365,201000375,801000003,R_000158,,,2.0
201000365,201000376,801000003,R_000159,,,3.0
201000365,201000377,801000003,R_000160,,,4.0
201000365,201000378,801000003,R_000161,,,5.0
201000365,201000379,801000003,R_000162,,,6.0
201000365,201000380,801000003,R_000163,,,7.0
201000365,201000381,801000003,R_000164,,,8.0
201000365,201000382,801000003,R_000165,,,9.0
201000365,201000383,801000003,R_000166,,,10.0
201000365,201000384,801000003,R_000167,,,11.0
201000365,201000385,801000003,R_000168,,,12.0
201000365,730000000,801000004,R_000169,,,
201000365,630000000,801000005,R_000170,,,
201000386,201000387,801000001,R_000171,8,只,
201000386,201000388,801000001,R_000172,50,g,
201000386,201000389,801000001,R_000173,20,ml,
201000386,201000390,801000001,R_000174,5,ml,
201000386,201000391,801000003,R_000175,,,1.0
201000386,201000392,801000003,R_000176,,,2.0
201000386,201000393,801000003,R_000177,,,3.0
201000386,201000394,801000003,R_000178,,,4.0
201000386,730000000,801000004,R_000179,,,
201000386,620000000,801000005,R_000180,,,
201000395,201000396,801000001,R_000181,200,克,
201000395,201000397,801000001,R_000182,30,克,
201000395,201000398,801000001,R_000183,20,克,
201000395,201000399,801000001,R_000184,15,毫升,
201000395,201000400,801000001,R_000185,0.25,个,
201000395,201000401,801000001,R_000186,10,毫升,
201000395,201000402,801000003,R_000187,,,1.0
201000395,201000403,801000003,R_000188,,,2.0
201000395,201000404,801000003,R_000189,,,3.0
201000395,201000405,801000003,R_000190,,,4.0
201000395,201000406,801000003,R_000191,,,5.0
201000395,201000407,801000003,R_000192,,,6.0
201000395,201000408,801000003,R_000193,,,7.0
201000395,201000409,801000003,R_000194,,,8.0
201000395,201000410,801000003,R_000195,,,9.0
201000395,730000000,801000004,R_000196,,,
201000395,620000000,801000005,R_000197,,,
201000411,201000412,801000001,R_000198,200,g,
201000411,201000413,801000001,R_000199,2,个,
201000411,201000414,801000001,R_000200,100,ml,
201000411,201000415,801000001,R_000201,0.25,个,
201000411,201000416,801000001,R_000202,20,g,
201000411,201000417,801000001,R_000203,5,ml,
201000411,201000418,801000001,R_000204,5,ml,
201000411,201000419,801000001,R_000205,5,ml,
201000411,201000420,801000003,R_000206,,,1.0
201000411,201000421,801000003,R_000207,,,2.0
201000411,201000422,801000003,R_000208,,,3.0
201000411,201000423,801000003,R_000209,,,4.0
201000411,730000000,801000004,R_000210,,,
201000411,630000000,801000005,R_000211,,,
201000424,201000425,801000001,R_000001,2,斤,
201000424,201000426,801000001,R_000002,20,克,
201000424,201000427,801000001,R_000003,50,克,
201000424,201000428,801000001,R_000004,4,个,
201000424,201000429,801000001,R_000005,适量,,
201000424,201000430,801000001,R_000006,2,毫升,
201000424,201000431,801000001,R_000007,10,克,
201000424,201000432,801000001,R_000008,适量,,
201000424,201000433,801000001,R_000009,4-6,个,
201000424,201000434,801000001,R_000010,100,毫升,
201000424,201000435,801000001,R_000011,4,毫升,
201000424,201000436,801000001,R_000012,50,克,
201000424,201000437,801000001,R_000013,100,毫升,
201000424,201000438,801000001,R_000014,适量,,
201000424,201000439,801000001,R_000015,适量,,
201000424,201000440,801000001,R_000016,适量,,
201000424,201000441,801000001,R_000017,适量,,
201000424,201000442,801000003,R_000018,,,1.0
201000424,201000443,801000003,R_000019,,,2.0
201000424,201000444,801000003,R_000020,,,3.0
201000424,201000445,801000003,R_000021,,,4.0
201000424,201000446,801000003,R_000022,,,5.0
201000424,201000447,801000003,R_000023,,,6.0
201000424,201000448,801000003,R_000024,,,7.0
201000424,201000449,801000003,R_000025,,,8.0
201000424,201000450,801000003,R_000026,,,9.0
201000424,201000451,801000003,R_000027,,,10.0
201000424,201000452,801000003,R_000028,,,11.0
201000424,730000000,801000004,R_000029,,,
201000424,640000000,801000005,R_000030,,,
201000453,201000454,801000001,R_000031,10,ml,
201000453,201000455,801000001,R_000032,3,片,
201000453,201000456,801000001,R_000033,3,瓣,
201000453,201000457,801000001,R_000034,1.2,斤,
201000453,201000458,801000001,R_000035,13,片,
201000453,201000459,801000001,R_000036,5-8,克,
201000453,201000460,801000001,R_000037,3,ml,
201000453,201000461,801000001,R_000038,6,ml,
201000453,201000462,801000001,R_000039,1,块,
201000453,201000463,801000001,R_000040,3,个,
201000453,201000464,801000001,R_000041,20,克,
201000453,201000465,801000001,R_000042,4-6,个,
201000453,201000466,801000003,R_000043,,,1.0
201000453,201000467,801000003,R_000044,,,2.0
201000453,201000468,801000003,R_000045,,,3.0
201000453,201000469,801000003,R_000046,,,4.0
201000453,201000470,801000003,R_000047,,,5.0
201000453,201000471,801000003,R_000048,,,6.0
201000453,730000000,801000004,R_000049,,,
201000453,630000000,801000005,R_000050,,,
201000472,201000473,801000001,R_000051,550,克,
201000472,201000474,801000001,R_000052,400,克,
201000472,201000475,801000001,R_000053,5,片,
201000472,201000476,801000001,R_000054,50,克,
201000472,201000477,801000001,R_000055,4,个,
201000472,201000478,801000001,R_000056,2,毫升,
201000472,201000479,801000001,R_000057,1,块,
201000472,201000480,801000001,R_000058,5,块,
201000472,201000481,801000001,R_000059,4,个,
201000472,201000482,801000001,R_000060,5,毫升,
201000472,201000483,801000001,R_000061,4,毫升,
201000472,201000484,801000001,R_000062,5,克,
201000472,201000485,801000001,R_000063,1,个,
201000472,201000486,801000001,R_000064,1,片,
201000472,201000487,801000001,R_000065,10,毫升,
201000472,201000488,801000001,R_000066,400,克,
201000472,201000489,801000003,R_000067,,,1.0
201000472,201000490,801000003,R_000068,,,2.0
201000472,201000491,801000003,R_000069,,,3.0
201000472,201000492,801000003,R_000070,,,4.0
201000472,201000493,801000003,R_000071,,,5.0
201000472,201000494,801000003,R_000072,,,6.0
201000472,201000495,801000003,R_000073,,,7.0
201000472,730000000,801000004,R_000074,,,
201000472,630000000,801000005,R_000075,,,
201000496,201000497,801000001,R_000076,300,g,
201000496,201000498,801000001,R_000077,7,g,
201000496,201000499,801000001,R_000078,15,ml,
201000496,201000500,801000001,R_000079,45,ml,
201000496,201000501,801000001,R_000080,10,ml,
201000496,201000502,801000001,R_000081,5,ml,
201000496,201000503,801000001,R_000082,10,ml,
201000496,201000504,801000001,R_000083,2.5,ml,
201000496,201000505,801000003,R_000084,,,1.0
201000496,201000506,801000003,R_000085,,,2.0
201000496,201000507,801000003,R_000086,,,3.0
201000496,201000508,801000003,R_000087,,,4.0
201000496,201000509,801000003,R_000088,,,5.0
201000496,201000510,801000003,R_000089,,,6.0
201000496,730000000,801000004,R_000090,,,
201000496,630000000,801000005,R_000091,,,
201000511,201000512,801000001,R_000092,2,片,
201000511,201000513,801000001,R_000093,适量,,
201000511,201000514,801000003,R_000094,,,1.0
201000511,201000515,801000003,R_000095,,,2.0
201000511,201000516,801000003,R_000096,,,3.0
201000511,201000517,801000003,R_000097,,,4.0
201000511,201000518,801000003,R_000098,,,5.0
201000511,740000000,801000004,R_000099,,,
201000511,610000000,801000005,R_000100,,,
201000519,201000520,801000001,R_000101,1,个,
201000519,201000521,801000001,R_000102,1,克,
201000519,201000522,801000001,R_000103,5,毫升,
201000519,201000523,801000003,R_000104,,,1.0
201000519,201000524,801000003,R_000105,,,2.0
201000519,201000525,801000003,R_000106,,,3.0
201000519,201000526,801000003,R_000107,,,4.0
201000519,740000000,801000004,R_000108,,,
201000519,620000000,801000005,R_000109,,,
201000527,201000528,801000001,R_000110,1,个,
201000527,201000529,801000001,R_000111,1500,毫升,
201000527,201000530,801000001,R_000112,1500,毫升,
201000527,201000531,801000001,R_000113,适量,毫升,
201000527,201000532,801000003,R_000114,,,1.0
201000527,201000533,801000003,R_000115,,,2.0
201000527,201000534,801000003,R_000116,,,3.0
201000527,201000535,801000003,R_000117,,,4.0
201000527,201000536,801000003,R_000118,,,5.0
201000527,201000537,801000003,R_000119,,,6.0
201000527,201000538,801000003,R_000120,,,7.0
201000527,740000000,801000004,R_000121,,,
201000527,650000000,801000005,R_000122,,,
201000539,201000540,801000001,R_000123,2,个,
201000539,201000541,801000001,R_000124,35,毫升,
201000539,201000542,801000001,R_000125,3,毫升,
201000539,201000543,801000001,R_000126,0.8,克,
201000539,201000544,801000003,R_000127,,,1.0
201000539,201000545,801000003,R_000128,,,2.0
201000539,201000546,801000003,R_000129,,,3.0
201000539,201000547,801000003,R_000130,,,4.0
201000539,201000548,801000003,R_000131,,,5.0
201000539,201000549,801000003,R_000132,,,6.0
201000539,740000000,801000004,R_000133,,,
201000539,610000000,801000005,R_000134,,,
201000550,201000551,801000001,R_000135,1,个,
201000550,201000552,801000001,R_000136,15,g,
201000550,201000553,801000001,R_000137,2.5,g,
201000550,201000554,801000001,R_000138,10,g,
201000550,201000555,801000001,R_000139,1,g,
201000550,201000556,801000001,R_000140,半个鸡蛋大,,
201000550,201000557,801000001,R_000141,可选,,
201000550,201000558,801000001,R_000142,可选,,
201000550,201000559,801000001,R_000143,可选,,
201000550,201000560,801000001,R_000144,可选,,
201000550,201000561,801000001,R_000145,可选,,
201000550,201000562,801000001,R_000146,可选,,
201000550,201000563,801000001,R_000147,可选,,
201000550,201000564,801000003,R_000148,,,1.0
201000550,201000565,801000003,R_000149,,,2.0
201000550,201000566,801000003,R_000150,,,3.0
201000550,201000567,801000003,R_000151,,,4.0
201000550,201000568,801000003,R_000152,,,5.0
201000550,201000569,801000003,R_000153,,,6.0
201000550,201000570,801000003,R_000154,,,7.0
201000550,740000000,801000004,R_000155,,,
201000550,610000000,801000005,R_000156,,,
201000571,201000572,801000001,R_000157,200,克,
201000571,201000573,801000001,R_000158,100,毫升,
201000571,201000574,801000001,R_000159,50,毫升,
201000571,201000575,801000001,R_000160,15,毫升,
201000571,201000576,801000001,R_000161,3,克,
201000571,201000577,801000001,R_000162,1,个,
201000571,201000578,801000001,R_000163,30,克,
201000571,201000579,801000001,R_000164,30,克,
201000571,201000580,801000001,R_000165,1,片,
201000571,201000581,801000003,R_000166,,,1.0
201000571,201000582,801000003,R_000167,,,2.0
201000571,201000583,801000003,R_000168,,,3.0
201000571,201000584,801000003,R_000169,,,4.0
201000571,201000585,801000003,R_000170,,,5.0
201000571,201000586,801000003,R_000171,,,6.0
201000571,740000000,801000004,R_000172,,,
201000571,620000000,801000005,R_000173,,,
